연번,자치구,주소,X좌표,Y좌표
17603,송파구,송파구 가락동 600 대,209877.125,543466.125
17604,송파구,송파구 잠실동 ,207594,545819.9312
17605,송파구,송파구 가락동 165-5 도,211515.475,543929.8187
17606,송파구,송파구 가락동 9 대,211179.02,544454.4432
17607,송파구,송파구 가락동 162-3도,211175.22,544429.0432
17608,송파구,송파구 가락동 162-3도,211171.62,544413.4432
17609,송파구,송파구 가락동 9 대,211163.1875,544414.8437
17610,송파구,송파구 가락동 11-21도,211129.025,544455.6312
17611,송파구,송파구 가락동 11-21도,211132.525,544467.3187
17612,송파구,송파구 송파동 97-4도,209860.0391,545499.1582
17613,송파구,송파구 풍납동 431-1도,210836.9263,548599.3609
17614,송파구,송파구 오금동 96-13전,211923.0804,545041.9918
17615,송파구,송파구 오금동 96-14전,211924.9213,545023.8562
17616,송파구,송파구 오금동 96-14전,211891.0912,545025.2247
17617,송파구,송파구 오금동 96-10전,211883.8125,545059.4812
17618,송파구,송파구 가락동 34-3학,211293.3512,544658.32
17619,송파구,송파구 가락동 140대,211176.45,543592.6812
17620,송파구,송파구 문정동 135-11대,211191.2875,543567.1062
17621,송파구,송파구 문정동 135-10대,211193.8875,543557.9312
17622,송파구,송파구 문정동 134-12대,211171.5072,543551.2719
17623,송파구,송파구 가락동 134-19도,211146.1625,543574.7437
17624,송파구,송파구 가락동 138-2도,211167.7879,543590.6035
17625,송파구,송파구 방이동 88-2 대,211283.6303,545796.3968
17626,송파구,송파구 방이동 88-2 대,211284.3703,545806.6278
17627,송파구,송파구 가락동 56-11도,211664.7873,544457.6136
17628,송파구,송파구 신천동 17-1 학,209234.6393,546734.4094
17629,송파구,송파구 신천동 17-1 학,209252.7111,546732.8721
17630,송파구,송파구 잠실동 16제,206868.3,546048.1437
17631,송파구,송파구 잠실동 16제,206903.1854,546045.0286
17632,송파구,송파구 잠실동 242천,206586.2487,546526.0821
17633,송파구,송파구 잠실동 242천,206602.4009,546541.6213
17634,송파구,송파구 마천동 145-2대,213277.1149,544023.0353
17635,송파구,송파구 오금동 43대,211168.3915,544887.8821
17636,송파구,송파구 풍납동 159-7도,210371.8971,548314.7622
17637,송파구,송파구 풍납동 219-3도,210367.9971,548303.9622
17638,송파구,송파구 문정동 139학,211455.7346,543747.8308
17639,송파구,송파구 문정동 139학,211455.7346,543747.8308
17640,송파구,송파구 문정동 106학,210727.0979,543232.0776
17641,송파구,송파구 잠실동 10-1 체,206533.3978,545576.6836
17642,송파구,송파구 잠실동 10-3학,206558.8147,545541.419
17643,송파구,송파구 가락동 ,209686.3353,543359.6563
17644,송파구,송파구 가락동 140대,211308.9722,543677.7873
17645,송파구,송파구 문정동 140대,211327.3056,543662.7873
17646,송파구,송파구 가락동 37-2도,210876.2493,543947.2496
17647,송파구,송파구 가락동 37공,210898.4604,543927.2524
17648,송파구,송파구 가락동 10-15도,210927.1214,543941.3458
17649,송파구,송파구 가락동 37공,210934.9531,543959.9687
17650,송파구,송파구 가락동 37공,210910.092,543980.7395
17651,송파구,송파구 가락동 10-15도,210897.0715,543984.2333
17652,송파구,송파구 가락동 10-15도,210883.1839,543963.5458
17653,송파구,송파구 방이동 89-16학,211838.8,545578.0812
17654,송파구,송파구 방이동 89-16학,211831.425,545563.2687
17655,송파구,송파구 오금동 89-16학,211830.2689,545556.5027
17656,송파구,송파구 오금동 89-16학,211822.1215,545541.6721
17657,송파구,송파구 오금동 89-16학,211829.9389,545534.2915
17658,송파구,송파구 마천동 45공,213073.5774,544185.7592
17659,송파구,송파구 잠실동 ,207550,545779.5937
17660,송파구,송파구 장지동 137-11대,211853.9573,542965.6029
17661,송파구,송파구 잠실동 19 대,206984.125,545824.1937
17662,송파구,송파구 잠실동 19 대,206904.5125,545822.4812
17663,송파구,송파구 잠실동 19 대,206938.5875,545858.6687
17664,송파구,송파구 가락동 165대,211582.3875,544060.3937
17665,송파구,송파구 오금동 89-16학,211848.5995,545515.1323
17666,송파구,송파구 잠실동 19 대,206876.2051,545836.0096
17667,송파구,송파구 잠실동 19 대,206872.2645,545818.5938
17668,송파구,송파구 잠실동 19 대,206911.5,545776.9812
17669,송파구,송파구 잠실동 19 대,206953.1456,545848.898
17670,송파구,송파구 삼전동 138도,208187.226,544833.0973
17671,송파구,송파구 삼전동 138도,208180.5385,544835.3473
17672,송파구,송파구 삼전동 138도,208180.5385,544835.3473
17673,송파구,송파구 방이동 88-1대,210301.0131,546328.0372
17674,송파구,송파구 방이동 96-2도,210031.4137,545845.3961
17675,송파구,송파구 가락동 166-1공,210598.05,544421.5937
17676,송파구,송파구 신천동 388-1대,209485.9135,546961.0504
17677,송파구,송파구 신천동 429도,209477.4212,546955.7394
17678,송파구,송파구 신천동 20 대,209542.3532,546747.5147
17679,송파구,송파구 신천동 20 대,209531.6032,546745.3897
17680,송파구,송파구 신천동 20-0 대,209543.7511,546655.1292
17681,송파구,송파구 방이동 158-12대,210432.1772,545613.9036
17682,송파구,송파구 신천동 23제,210097.8832,546770.525
17683,송파구,송파구 신천동 470제,209486.5434,546939.0998
17684,송파구,송파구 신천동 470제,209486.5434,546939.0998
17685,송파구,송파구 신천동 470제,209486.5434,546939.0998
17686,송파구,송파구 신천동 470제,209507.1724,546937.3694
17687,송파구,송파구 신천동 429도,209510.7305,546946.2498
17688,송파구,송파구 신천동 388-1대,209513.0513,546964.0498
17689,송파구,송파구 신천동 388-1대,209513.0513,546964.0498
17690,송파구,송파구 신천동 388-1대,209502.8718,546969.7095
17691,송파구,송파구 신천동 20 대,209535.0407,546752.5147
17692,송파구,송파구 신천동 20 대,209525.7282,546739.4522
17693,송파구,송파구 신천동 20 대,209525.7282,546739.4522
17694,송파구,송파구 신천동 20 대,209518.6395,546732.0093
17695,송파구,송파구 신천동 20 대,209533.2282,546711.2022
17696,송파구,송파구 신천동 20 대,209544.0407,546713.4522
17697,송파구,송파구 신천동 20 대,209536.1657,546704.7647
17698,송파구,송파구 신천동 20 대,209556.2907,546725.2022
17699,송파구,송파구 신천동 20 대,209554.5407,546735.2647
17700,송파구,송파구 신천동 20 대,209554.4782,546734.0147
17701,송파구,송파구 신천동 20-0 대,209567.9531,546653.9295
17702,송파구,송파구 신천동 20-0 대,209570.0753,546652.9434
17703,송파구,송파구 신천동 15도,209259.552,546585.2501
17704,송파구,송파구 신천동 17 대,209259.9844,546579.0937
17705,송파구,송파구 신천동 21천,209256.9404,546806.7794
17706,송파구,송파구 신천동 21천,209274.9336,546821.31
17707,송파구,송파구 신천동 387유,209215.7725,546961.5303
17708,송파구,송파구 신천동 387유,209235.6703,546969.4695
17709,송파구,송파구 문정동 1 대,211565.6648,543203.3958
17710,송파구,송파구 문정동 1 대,211565.6648,543203.3958
17711,송파구,송파구 신천동 24도,209465.2139,547077.6747
17712,송파구,송파구 신천동 24도,209464.562,547065.1101
17713,송파구,송파구 신천동 18도,209468.122,547056.0301
17714,송파구,송파구 신천동 24도,209491.682,547063.7101
17715,송파구,송파구 오금동 ,211534.8875,545429.7812
17716,송파구,송파구 오금동 ,211534.4,545455.3687
17717,송파구,송파구 오금동 ,211534.4,545455.3687
17718,송파구,송파구 오금동 ,211540.05,545463.4937
17719,송파구,송파구 오금동 ,211549,545446.9062
17720,송파구,송파구 오금동 ,211550.625,545442.3437
17721,송파구,송파구 오금동 ,211538.5803,545434.6636
17722,송파구,송파구 오금동 ,211538.5803,545434.6636
17723,송파구,송파구 잠실동 213-24대,207333.3564,545138.0559
17724,송파구,송파구 잠실동 213-30대,207347.514,545160.0253
17725,송파구,송파구 가락동 6대,210890.0057,544502.7802
17726,송파구,송파구 가락동 168학,210385.8625,544440.35
17727,송파구,송파구 가락동 168학,210372.8009,544477.5396
17728,송파구,송파구 송파동 95-1도,209766.8472,545394.0318
17729,송파구,송파구 송파동 63도,209784.7085,545371.4329
17730,송파구,송파구 방이동 220학,210688.25,545204.0313
17731,송파구,송파구 잠실동 27-6대,208230.0184,545622.7294
17732,송파구,송파구 송파동 145대,210135.9,545008.0375
17733,송파구,송파구 송파동 113공,209630.0875,544912.7291
17734,송파구,송파구 송파동 113공,209611.8206,544911.2012
17735,송파구,송파구 방이동 88-20 대,210586.675,545901.5562
17736,송파구,송파구 가락동 82-4대,210457,543698.9062
17737,송파구,송파구 송파동 62도,209474.2146,545743.0656
17738,송파구,송파구 잠실동 24도,207502.9022,546037.7474
17739,송파구,송파구 잠실동 24도,207502.9022,546037.7474
17740,송파구,송파구 잠실동 24도,207530.7037,546042.8465
17741,송파구,송파구 방이동 89대,211663.4,546430.7875
17742,송파구,송파구 문정동 140대,211426.1559,543630.8153
17743,송파구,송파구 가락동 83-20대,210496,543721.5312
17744,송파구,송파구 오금동 128-6도,212192.3123,544712.5358
17745,송파구,송파구 석촌동 113-3대,209608.9223,544897.2874
17746,송파구,송파구 가락동 69도,210530.33,543676.7055
17747,송파구,송파구 가락동 80 대,210533.4758,543670.1404
17748,송파구,송파구 방이동 88-2 대,211310.912,545851.9012
17749,송파구,송파구 송파동 64-5?,209571.8337,545820.6016
17750,송파구,송파구 잠실동 40-1대,208640.0338,545597.4392
17751,송파구,송파구 오금동 ,211590.7863,545537.4841
17752,송파구,송파구 오금동 ,211576.6437,545534.3684
17753,송파구,송파구 거여동 0-1가,212929.8834,543726.5438
17754,송파구,송파구 거여동 0-1가,212930.9125,543741.5062
17755,송파구,송파구 거여동 0-1가,213030.5198,543736.0053
17756,송파구,송파구 거여동 0-1가,213029.9874,543721.4953
17757,송파구,송파구 풍납동 413-1대,210431.7875,547379.6312
17758,송파구,송파구 풍납동 481-10대,210714.1592,548198.8885
17759,송파구,송파구 오금동 67-7대,211976.5625,544474.9937
17760,송파구,송파구 마천동 226-2 답,213743.5845,543882.0576
17761,송파구,송파구 마천동 226-2 답,213757.022,543893.6201
17762,송파구,송파구 석촌동 113-3대,209597.1719,544888.0621
17763,송파구,송파구 가락동 51공,211747.8096,544203.9116
17764,송파구,송파구 문정동 3대,211309.7122,543266.5767
17765,송파구,송파구 문정동 90학,211187.3625,542623.6187
17766,송파구,송파구 문정동 26-2대,211056.9719,542997.4105
17767,송파구,송파구 풍납동 214-4도,209968.1771,548476.9122
17768,송파구,송파구 풍납동 214-4도,209982.297,548474.9022
17769,송파구,송파구 풍납동 214-5전,209979.9371,548459.4822
17770,송파구,송파구 풍납동 214-4도,209978.7171,548446.2822
17771,송파구,송파구 가락동 479대,209145.6971,543882.3539
17772,송파구,송파구 잠실동 35-0 대,207905.7292,545191.3961
17773,송파구,송파구 송파동 137-7대,210300.2125,545365.0187
17774,송파구,송파구 마천동 267-19 답,213826.8271,543652.6264
17775,송파구,송파구 잠실동 39도,208605.675,545600.9812
17776,송파구,송파구 잠실동 40-1대,208632.7213,545590.1267
17777,송파구,송파구 오금동 118-30도,212347.6961,544846.0305
17778,송파구,송파구 방이동 88-2 대,211299.5289,545855.2531
17779,송파구,송파구 문정동 106학,210740.7625,543269.3375
17780,송파구,송파구 가락동 57대,210752.7375,543830.5062
17781,송파구,송파구 방이동 88-20 대,210589.1012,545907.2136
17782,송파구,송파구 방이동 88-20 대,210586.0755,545925.4148
17783,송파구,송파구 방이동 88-20 대,210580.6554,545913.4812
17784,송파구,송파구 석촌동 30-4대,209313.6232,545283.7502
17785,송파구,송파구 송파동 30-6대,209335.1557,545297.6528
17786,송파구,송파구 송파동 30-12대,209353.1001,545298.5658
17787,송파구,송파구 오금동 ,211549.3,545457.0562
17788,송파구,송파구 오금동 ,211530.5375,545447.9187
17789,송파구,송파구 오금동 ,211530.5375,545447.9187
17790,송파구,송파구 오금동 ,211528.475,545440.9812
17791,송파구,송파구 문정동 3대,211334.1813,543398.8415
17792,송파구,송파구 문정동 3대,211358.99,543381.4401
17793,송파구,송파구 오금동 75-4천,212047.8,544513.3187
17794,송파구,송파구 오금동 67-10도,212000.55,544464.4062
17795,송파구,송파구 가락동 479대,209667.7689,544021.1312
17796,송파구,송파구 가락동 479대,209671.125,544038.6812
17797,송파구,송파구 잠실동 102도,206637.45,545120.2312
17798,송파구,송파구 장지동 842 대,211265.7847,541857.2786
17799,송파구,송파구 문정동 90-3학,211190.9688,542585.3437
17800,송파구,송파구 문정동 90-3학,211180.8731,542582.1376
17801,송파구,송파구 방이동 88-2 대,210877.2375,546071.4187
17802,송파구,송파구 잠실동 22대,207990.1196,546387.4641
17803,송파구,송파구 잠실동 27대,208101.2993,546139.3024
17804,송파구,송파구 잠실동 28도,208078.7956,546141.9663
17805,송파구,송파구 잠실동 27대,208163.2011,545846.4253
17806,송파구,송파구 잠실동 27대,208163.2011,545846.4253
17807,송파구,송파구 가락동 10-15도,210913.667,543921.1881
17808,송파구,송파구 마천동 199-38 전,213664.3813,544057.5
17809,송파구,송파구 오금동 42-15도,211308.2006,545372.5725
17810,송파구,송파구 오금동 133-27도,212331.4967,544853.8898
17811,송파구,송파구 마천동 68-2전,213352.6625,544546.7062
17812,송파구,송파구 오금동 185대,211169.1043,545475.4004
17813,송파구,송파구 방이동 220-2도,210727.2188,545184.5625
17814,송파구,송파구 송파동 220학,210684.1,545174.8062
17815,송파구,송파구 가락동 82-2대,210475.8625,543659.3437
17816,송파구,송파구 가락동 64도,210449.9701,543685.2184
17817,송파구,송파구 신천동 34-2대,209542.9112,545856.0499
17818,송파구,송파구 송파동 61-4대,209702.85,545753.7625
17819,송파구,송파구 가락동 162-3도,211384.4073,544214.545
17820,송파구,송파구 가락동 161-1대,211388.4149,544227.152
17821,송파구,송파구 마천동 175대,213398.4726,543886.0982
17822,송파구,송파구 가락동 162-3도,211575.2657,544057.5167
17823,송파구,송파구 장지동 839 도,211279.9311,542010.0386
17824,송파구,송파구 문정동 1 대,211562.3056,543219.6151
17825,송파구,송파구 문정동 108-7대,211535.7458,542796.4057
17826,송파구,송파구 문정동 140대,211441.8807,543620.3527
17827,송파구,송파구 가락동 600 대,209628.8977,543373.0722
17828,송파구,송파구 가락동 96-1 대,210332.5,543923.5687
17829,송파구,송파구 문정동 1 대,211580.2692,543232.0442
17830,송파구,송파구 문정동 1 대,211580.2692,543232.0442
17831,송파구,송파구 신천동 11대,209129.6875,546352.1687
17832,송파구,송파구 신천동 11대,209142.4914,546366.0821
17833,송파구,송파구 신천동 11대,209068.2016,546484.4942
17834,송파구,송파구 장지동 842 대,211288.1875,541974.7875
17835,송파구,송파구 장지동 72-6 도,211116.4375,542245.5313
17836,송파구,송파구 장지동 72-6 도,211116.4375,542245.5312
17837,송파구,송파구 문정동 ,209685.3867,543349.7599
17838,송파구,송파구 문정동 108-7대,211547.8337,542786.0875
17839,송파구,송파구 거여동 202-183대,213190.25,543712.9312
17840,송파구,송파구 가락동 96-1 대,210331.625,543906.1312
17841,송파구,송파구 문정동 2공,211589.3778,543196.004
17842,송파구,송파구 문정동 2공,211589.3778,543196.004
17843,송파구,송파구 문정동 2공,211623.1458,543168.0642
17844,송파구,송파구 장지동 137-9대,211835.8666,542989.042
17845,송파구,송파구 장지동 111-7대,211649.7562,542695.655
17846,송파구,송파구 가락동 190학,210070.4761,544224.5846
17847,송파구,송파구 가락동 600 대,209867.7,543429.5312
17848,송파구,송파구 가락동 180-7대,210094.925,544292.6045
17849,송파구,송파구 가락동 180-9대,210118.1185,544258.4892
17850,송파구,송파구 풍납동 442-34 대,210889.5875,548779.8437
17851,송파구,송파구 문정동 1 대,211572.9201,543187.6992
17852,송파구,송파구 신천동 20-0 대,209697.3284,546658.1625
17853,송파구,송파구 가락동 96-1 대,210353.5625,543920.6937
17854,양천구,양천구 신정동 927대,188093.75,546991.4
17855,양천구,양천구 신정동 940 대,187987.5625,547432.3687
17856,양천구,양천구 목동 867도,187989.9625,547853.9937
17857,양천구,양천구 목동 950 대,188648.3199,548557.7828
17858,양천구,양천구 목동 950 대,188618.3037,548560.7388
17859,양천구,양천구 신정동 1319-2 대,185228.1568,545767.5651
17860,양천구,양천구 신정동 962 대,188445.4958,547098.6064
17861,양천구,양천구 신정동 987-1대,185094.8372,546112.5995
17862,양천구,양천구 신정동 350-31 임,185144.2687,545945.6482
17863,양천구,양천구 신정동 350-31 임,185144.2687,545945.6482
17864,양천구,양천구 신정동 350-31 임,185150.2077,545964.185
17865,양천구,양천구 신정동 1004-1 임,185483.5103,545854.1058
17866,양천구,양천구 목동 276-3대,188400.1053,549778.5855
17867,양천구,양천구 목동 272-24대,188406.0743,549788.6638
17868,양천구,양천구 신정동 1278대,188995.5125,545965.7437
17869,양천구,양천구 신월동 1034 대,185836.5375,546435.3937
17870,양천구,양천구 신정동 313대,188067.8584,546397.718
17871,양천구,양천구 신정동 327-4도,187621.8949,545817.2665
17872,양천구,양천구 목동 924대,188522.3875,547464.9687
17873,양천구,양천구 신정동 314-7도,188289.3035,546372.8591
17874,양천구,양천구 신정동 328-5도,188456.6,546067.4187
17875,양천구,양천구 목동 876도,187995.1891,547802.2219
17876,양천구,양천구 신월동 276도,184963.038,548281.5038
17877,양천구,양천구 목동 231-208대,188658.8903,548575.3805
17878,양천구,양천구 목동 231-1도,188648.1486,548592.0834
17879,양천구,양천구 신월동 926-7대,185341.1698,546873.2667
17880,양천구,양천구 신월동 525-1 주,185681.15,546375.1595
17881,양천구,양천구 목동 920대,188694.5478,547435.9718
17882,양천구,양천구 목동 919-2도,188503.175,547500.9187
17883,양천구,양천구 신정동 1322 대,184931.0935,545883.5795
17884,양천구,양천구 신정동 1322-10 공,184922.9049,545859.8836
17885,양천구,양천구 신월동 837도,185293.5418,546972.3565
17886,양천구,양천구 신월동 837도,185293.5418,546972.3565
17887,양천구,양천구 목동 324-2도,187969.675,549055.8062
17888,양천구,양천구 신월동 851구,185679.0875,546834.1812
17889,양천구,양천구 신정동 328-2잡,188285.5653,546004.3069
17890,양천구,양천구 신정동 330대,188596.2213,545740.9994
17891,양천구,양천구 신정동 330대,188583.9594,545757.0706
17892,양천구,양천구 신정동 330대,188591.9688,545759.7812
17893,양천구,양천구 신월동 421-13대,185649.9,546814.3687
17894,양천구,양천구 신월동 851구,185657.7375,546874.6437
17895,양천구,양천구 신정동 325-6도,187528.2585,545658.4345
17896,양천구,양천구 신정동 325-6도,187540.0165,545651.3557
17897,양천구,양천구 신월동 470-8대,186498.8141,547083.6111
17898,양천구,양천구 신정동 산125-30 임,185162.2356,545948.5577
17899,양천구,양천구 신정동 산125-30 임,185162.2356,545948.5577
17900,양천구,양천구 신정동 산125-30 임,185148.7979,545936.3198
17901,양천구,양천구 목동 915유,189029.3249,547212.2646
17902,양천구,양천구 목동 902대,189024.814,548267.3658
17903,양천구,양천구 목동 903-4도,188493.1973,548171.6741
17904,양천구,양천구 목동 903-4도,188484.9973,548167.1741
17905,양천구,양천구 목동 903-13잡,188465.35,548173.3437
17906,양천구,양천구 목동 849도,188465.1973,548182.5741
17907,양천구,양천구 신정동 203-18 도,188024.6375,545481.8062
17908,양천구,양천구 목동 915유,189056.7875,547245.1125
17909,양천구,양천구 목동 915유,189040.7125,547241.8187
17910,양천구,양천구 신정동 330-7철,188447.0616,545760.5455
17911,양천구,양천구 신정동 330대,188458.4991,545736.6393
17912,양천구,양천구 신정동 330대,188459.5115,545739.3691
17913,양천구,양천구 신정동 330-6잡,188445.0115,545741.8378
17914,양천구,양천구 목동 915유,189036.1684,547400.4729
17915,양천구,양천구 신정동 1278대,188978.2099,546001.7115
17916,양천구,양천구 신정동 203-18구,188029.5234,545487.1071
17917,양천구,양천구 신정동 204-6 도,188013.875,545503.1312
17918,양천구,양천구 신정동 1004-3대,187885.7,546827.75
17919,양천구,양천구 신정동 1120도,187839.3811,546823.9237
17920,양천구,양천구 신정동 1119도,187824.3197,546829.2875
17921,양천구,양천구 신정동 117-11대,188877.371,546551.2852
17922,양천구,양천구 신정동 117-20대,188852.7378,546540.5096
17923,양천구,양천구 목동 ,189729.29,548206.2786
17924,양천구,양천구 신정동 1060도,186777.2083,547324.9796
17925,양천구,양천구 신정동 1094도,187961.2537,546683.9862
17926,양천구,양천구 신정동 313-6도,187947.6375,546681.1187
17927,양천구,양천구 목동 924-2도,188677.9194,547473.5834
17928,양천구,양천구 목동 920대,188695.7204,547457.9842
17929,양천구,양천구 신월동 838도,185571.1881,546618.3443
17930,양천구,양천구 신정동 282-41 천,188932.001,545346.5313
17931,양천구,양천구 신정동 1008-18대,187902.8022,546781.8893
17932,양천구,양천구 목동 794-3대,187992.7,547799.3062
17933,양천구,양천구 신정동 794-20대,187964.614,547787.1495
17934,양천구,양천구 신정동 794-1대,187963.6345,547796.5828
17935,양천구,양천구 신정동 314-7도,188433.725,547131.7937
17936,양천구,양천구 신월동 437-6대,185575.1174,546630.0123
17937,양천구,양천구 신월동 926-10대,185351.0381,546877.8259
17938,양천구,양천구 신정동 314-7도,188429.375,547094.1623
17939,양천구,양천구 목동 506-17 대,188540.9423,549369.4053
17940,양천구,양천구 신정동 313대,188045.1836,546403.3816
17941,양천구,양천구 신정동 314대,188275.2012,546384.6789
17942,양천구,양천구 신정동 329대,188457.821,546050.4464
17943,양천구,양천구 신월동 113-14대,185388.332,547841.8488
17944,양천구,양천구 목동 757-5학,188502.8125,548297.1687
17945,양천구,양천구 신월동 942-1대,186756.4375,547009.8812
17946,양천구,양천구 신정동 946-33대,186988.3875,546846.0312
17947,양천구,양천구 신정동 945-12대,186913.652,546879.5581
17948,양천구,양천구 신정동 940 대,187989.5625,547438.1687
17949,양천구,양천구 신월동 837도,185277.9445,546992.933
17950,양천구,양천구 신정동 산125-9임,185161.9657,545959.5058
17951,양천구,양천구 신정동 산125-9임,185161.9657,545959.5058
17952,양천구,양천구 신정동 350-31 임,185139.6795,545960.6756
17953,양천구,양천구 신정동 1004-3 임,185613.8079,545880.6813
17954,양천구,양천구 신월동 1034 대,185833.975,546407.8937
17955,양천구,양천구 목동 904대,188721.8375,547716.7625
17956,양천구,양천구 신정동 880-9대,187411.7857,547320.5497
17957,양천구,양천구 목동 927대,188112.063,547034.8114
17958,양천구,양천구 신정동 927대,188084.6875,546996.5937
17959,양천구,양천구 목동 904-2 공,188548.3736,547641.0821
17960,양천구,양천구 신월동 1034 대,185822.9029,546432.9144
17961,양천구,양천구 신월동 662-17도,185707.6875,547842.5625
17962,양천구,양천구 신정동 879-5대,187407.2415,547304.6225
17963,양천구,양천구 목동 758-3학,188481.725,548301.7937
17964,양천구,양천구 목동 927대,188125.6,546997.2687
17965,양천구,양천구 신월동 662-17도,185695.3001,547863.1226
17966,양천구,양천구 신정동 1278대,188969.1037,545971.3407
17967,양천구,양천구 신정동 1071도,187753.0482,547362.1076
17968,양천구,양천구 신정동 329대,188549.2375,545871.3812
17969,양천구,양천구 신정동 329대,188571.5938,545881.5625
17970,양천구,양천구 신정동 982-4 대,187588.0821,546690.4018
17971,양천구,양천구 신정동 1013-14 대,187654.95,546708.4687
17972,양천구,양천구 신월동 837도,185279.5126,546989.8154
17973,양천구,양천구 신월동 426-4공,185863.1775,546920.0437
17974,양천구,양천구 신정동 982-13대,187619.7125,546667.3187
17975,양천구,양천구 목동 904대,188736.6131,547809.4646
17976,양천구,양천구 목동 904대,188760.3087,547812.1595
17977,양천구,양천구 목동 904대,188741.1926,547835.4393
17978,양천구,양천구 신월동 429-1대,185857.3875,546892.1312
17979,양천구,양천구 신월동 429-1대,185873.9325,546901.0401
17980,양천구,양천구 목동 411천,190083.7188,548220.5937
17981,양천구,양천구 신정동 314-2잡,188208.9838,546340.2116
17982,양천구,양천구 신월동 856도,185842.2111,546893.412
17983,양천구,양천구 신월동 425-5대,185836.7125,546908.3937
17984,양천구,양천구 신월동 254도,184763.7401,548651.6626
17985,양천구,양천구 신월동 26대,184739.8625,548628.1687
17986,양천구,양천구 신정동 1074도,187758.0143,547377.9636
17987,양천구,양천구 신정동 733학,186222.7028,545492.3929
17988,양천구,양천구 신정동 312대,187576.4125,546274.4187
17989,양천구,양천구 신월동 113-14대,185385.6584,547833.2281
17990,양천구,양천구 신정동 312-2공,187812.8495,546166.4477
17991,양천구,양천구 신정동 312-2공,187814.7476,546187.7647
17992,양천구,양천구 목동 58-1천,190104.125,548355.0937
17993,양천구,양천구 목동 824도,187949.64,548622.6126
17994,양천구,양천구 신정동 951-2도,187624.0875,547481.2812
17995,양천구,양천구 신월동 113-14대,185386.2972,547821.6318
17996,양천구,양천구 신월동 113-38대,185415.3125,547835.9937
17997,양천구,양천구 신월동 113-15대,185419.8125,547824.3687
17998,양천구,양천구 신정동 1013-7대,187629.9625,546679.8356
17999,양천구,양천구 목동 915유,189089.5375,547378.5937
18000,양천구,양천구 신정동 894-34대,187655.49,547346.1578
18001,양천구,양천구 신정동 894-35대,187646.7025,547359.2581
18002,양천구,양천구 신정동 843-5대,187513.9,547502.2187
18003,양천구,양천구 신월동 258도,185214.475,548923.4062
18004,양천구,양천구 신월동 470-7대,186500.2716,547100.3426
18005,양천구,양천구 목동 915유,189088.4688,547229.625
18006,양천구,양천구 목동 901대,189174.6562,548546.5
18007,양천구,양천구 목동 901대,189192.6719,548534.9688
18008,양천구,양천구 목동 901대,189181.1348,548522.9883
18009,양천구,양천구 목동 314-6도,188257.55,547097.9437
18010,양천구,양천구 목동 ,188258.0263,547085.0528
18011,양천구,양천구 목동 199-51공,189053.3395,548871.8565
18012,양천구,양천구 목동 131-105대,189408.6625,549157.7187
18013,양천구,양천구 목동 901대,189350.3456,548437.7975
18014,양천구,양천구 목동 901대,189351.3073,548419.1463
18015,양천구,양천구 목동 907대,189178.5426,548176.5555
18016,양천구,양천구 목동 907대,189158.025,548170.7687
18017,양천구,양천구 목동 913대,189113.0875,547826.8562
18018,양천구,양천구 목동 913-3도,189097.15,547830.1062
18019,양천구,양천구 신정동 311대,187391.4089,546279.1964
18020,양천구,양천구 목동 929대,189552.597,548919.0422
18021,양천구,양천구 목동 728-21대,187956.5632,548310.9381
18022,양천구,양천구 목동 900대,189671.2641,548575.935
18023,양천구,양천구 목동 900대,189672.5454,548556.6595
18024,양천구,양천구 신월동 113-18대,185399.3514,547816.7806
18025,양천구,양천구 목동 907-1도,189161.4348,548504.2883
18026,양천구,양천구 목동 915유,189075.2031,547204.2187
18027,양천구,양천구 목동 915유,189057.25,547204.2937
18028,양천구,양천구 목동 915유,189029.3249,547212.2646
18029,양천구,양천구 신정동 312대,187687.025,546110.3562
18030,양천구,양천구 목동 633-36대,188042.6339,550170.5745
18031,양천구,양천구 목동 633-36대,188045.3722,550160.3929
18032,양천구,양천구 신월동 987공,185403.8246,546317.0233
18033,양천구,양천구 신월동 987-1대,185394.0245,546302.898
18034,양천구,양천구 신정동 325-11도,187756.9209,545529.9473
18035,양천구,양천구 목동 924-2도,188663.6718,547442.5069
18036,양천구,양천구 목동 924-2도,188663.6718,547442.5069
18037,양천구,양천구 신정동 326대,187765.45,545542.3062
18038,양천구,양천구 신정동 1278대,188968.9099,545989.7115
18039,양천구,양천구 신정동 997-6대,187892.3709,546891.6555
18040,양천구,양천구 목동 925-5도,188477.7965,547353.8519
18041,양천구,양천구 목동 924-1도,188499.0658,547342.5191
18042,양천구,양천구 목동 924대,188534.05,547490.3187
18043,양천구,양천구 목동 919-7대,188707.4662,547549.611
18044,양천구,양천구 목동 919-7대,188690.266,547560.0117
18045,양천구,양천구 목동 406-173도,188469.9118,547351.1464
18046,양천구,양천구 목동 405-1도,188452.472,547312.6066
18047,양천구,양천구 목동 925-5도,188468.125,547302.8437
18048,양천구,양천구 목동 923-15대,188487.6625,547290.5187
18049,양천구,양천구 목동 923대,188498.7658,547303.9477
18050,양천구,양천구 목동 920대,188703.6875,547435.0937
18051,양천구,양천구 신정동 1315 차,185691.9797,545279.5263
18052,양천구,양천구 신월동 1091 대,185008.5125,549118.0187
18053,양천구,양천구 목동 267-17대,188292.9,549994.7187
18054,양천구,양천구 목동 267-1대,188312.9227,549999.9797
